

####### THIS IS ONLY AN EXCERPT OF THE DATABASE

index	word	frequency	wordType	stressPosition	syllableNumber
3087	Antragsformular	1	N	1	5
3088	antragsgemaesse	0	A	1	5
3089	Antragsteller	25	N	1	4
3090	antrainieren	0	V	1	4
3091	antrauen	2	V	1	3
3092	antreffen	56	V	1	3
3093	antreiben	32	V	1	3
3094	Antreiber	1	N	1	3
3095	antrenzen	0	V	1	3
3096	antreten	238	V	1	3
3097	Antrieb	65	N	1	2
3098	antriebsarm	0	A	1	3
3099	Antriebskraft	1	N	1	3
3100	Antriebsscheibe	0	N	1	4
3101	Antriebswelle	0	N	1	4
3102	antrinken	5	V	1	3
3103	Antritt	54	N	1	2
3104	Antrittsbesuch	13	N	1	4
3105	Antrittsrede	10	N	1	4
3106	antrocknen	2	V	1	3
3108	antruennig	0	A	1	3
3109	antun	47	V	1	2
3110	anturnen	0	V	1	3
3111	antworten	562	V	1	3
3112	Antwort	963	N	1	2
3114	Antwortschein	0	N	1	3
3116	Anus	0	N	1	2
3117	anvertrauen	100	V	1	4
3118	anverwandeln	1	V	1	4
3119	Anverwandte	5	N	1	4
3120	anvisieren	7	V	1	4
3121	anwachsen	43	V	1	3
3122	anwaehlen	0	V	1	3
3123	Anwalt	155	N	1	2
3124	Anwaeltin	1	N	1	3
3125	Anwaltschaft	3	N	1	3
3126	Anwaltskammer	5	N	1	4
3127	anwandeln	1	V	1	3
3128	Anwandelung	0	N	1	4
3129	Anwandlung	9	N	1	3
3130	anwaermen	3	V	1	3
3131	Anwaerter	24	N	1	3
3132	Anwartschaft	5	N	1	3
3133	anweisen	85	V	1	3
3134	Anweisung	141	N	1	3
3135	anwenden	273	V	1	3
3136	anwendbar	27	A	1	3
3137	Anwendbarkeit	6	N	1	4
3138	Anwender	3	N	1	3
3139	Anwendung	383	N	1	3
3141	anwerben	14	V	1	3
3142	Anwerbung	10	N	1	3
3143	anwerfen	2	V	1	3
3144	Anwert	0	N	1	2
3145	Anwesen	21	N	1	3
3146	anwesend	152	A	1	3
3147	Anwesenheit	141	N	1	4
3149	anwidern	6	V	1	3
3150	anwinkeln	1	V	1	3
3151	anwohnen	0	V	1	3
3152	Anwohner	9	N	1	3
3153	Anwuchs	1	N	1	2
3154	Anwurf	7	N	1	2
3155	anwurzeln	5	V	1	3
3156	anzahlen	0	V	1	3
3157	anzaehlen	0	V	1	3
3158	Anzahl	235	N	1	2
3159	Anzahlung	109	N	1	3
3160	Anzahlungssumme	0	N	1	5
3161	anzapfen	2	V	1	3
3162	Anzapfung	0	N	1	3
3163	Anzeichen	120	N	1	3
3164	anzeichnen	2	V	1	3
3165	anzeigen	104	V	1	3
3166	Anzeige	148	N	1	3
3167	Anzeigenblatt	1	N	1	4
3168	Anzeigenteil	16	N	1	4
3169	Anzeigepflicht	1	N	1	4
3170	anzeigepflichtig	0	A	1	5
3171	Anzeiger	6	N	1	3
3172	anzetteln	11	V	1	3
3173	Anzetteler	0	N	1	4
3174	anziehen	163	V	1	3
3175	anziehend	15	A	1	3
3176	Anziehung	20	N	1	3
3177	Anziehungskraft	50	N	1	4
3178	Anziehungspunkt	16	N	1	4
3179	anzielen	0	V	1	3
3180	anzischen	3	V	1	3
3181	Anzucht	0	N	1	2
3182	Anzuchtgarten	0	N	1	4
3183	Anzug	110	N	1	2
3184	anzueglich	1	A	1	3
3185	Anzueglichkeit	0	N	1	4
3186	anzuenden	25	V	1	3
3187	Anzuender	1	N	1	3
3188	anzwecken	0	V	1	3
3189	anzweifeln	11	V	1	3
3190	anzwitschern	0	V	1	3
3193	Aeon	2	N	2	2
3194	aeonenlang	0	A	2	4
3195	Aorist	0	N	3	3
3196	Aorta	0	N	2	3
3197	Aortenklappe	0	N	2	5
3201	Aparte	1	N	2	3
3203	Apartmenthaus	6	N	2	4
3204	Apathie	6	N	3	3
3205	apathisch	5	A	2	3
3208	apern	0	V	1	2
3210	Apfel	74	N	1	2
3211	Apfelbaum	24	N	1	3
3212	Aepfelchen	0	N	1	3
3213	apfelfoermig	0	A	1	4
3214	Apfelgelee	0	N	1	4
3215	Apfelmost	1	N	1	3
3216	Apfelmus	4	N	1	3
3217	Apfelschimmel	0	N	1	4
3218	Apfelsine	26	N	3	4
3219	Apfelstrudel	0	N	1	4
3220	Apfelwein	2	N	1	3
3224	Aphongetriebe	0	N	2	5
3225	Aphorismus	8	N	3	4
3226	aphoristisch	0	A	3	4
3228	aphrodisisch	0	A	3	4
3230	Aphthe	0	N	1	2
3231	Aphthenseuche	0	N	1	4
3234	aplanatisch	0	A	3	4
3237	apochromatisch	0	A	4	5
3240	apokalyptisch	5	A	4	5
3242	apokopieren	0	V	4	5
3243	apokryph	1	A	3	3
3245	apolitisch	4	A	3	4
3250	Apologetik	1	N	4	5
3251	apologetisch	1	A	4	5
3254	Apoplektiker	0	N	3	5
3255	apoplektisch	0	A	3	4
3263	Apostolat	0	N	4	4
3264	Apostolikum	0	N	3	5
3265	apostolisch	15	A	3	4
3267	Apostrophe	0	N	2	4
3268	apostrophieren	6	V	4	5
3270	Apotheker	27	N	3	4
3273	Apparat	185	N	3	3
3274	apparativ	2	A	4	4
3275	Apparatur	54	N	4	4
3277	Appartementhaus	8	N	4	5
3278	Appell	201	N	2	2
3279	Appellation	1	N	5	5
3281	Appellativ	0	N	4	4
3282	appellieren	120	V	3	4
3283	Appendix	0	N	2	3
3284	Appendizitis	0	N	4	5
3289	appetitlich	6	A	3	4
3290	appetitlos	0	A	3	4
3293	Applaus	27	N	2	2
3294	Applikation	1	N	5	5
3295	applizieren	0	V	3	4
3296	Apport	0	N	2	2
3297	apportieren	2	V	3	4
3300	Appreteur	0	N	3	3
3301	appretieren	0	V	3	4
3302	Appretur	3	N	3	3
3303	Approbation	5	N	5	5
3304	approbieren	4	V	3	4
3306	approximativ	2	A	5	5
3309	April	1431	N	2	2
3310	Aprilscherz	4	N	2	3
3311	Apriltag	2	N	2	3
3312	Aprilwetter	1	N	2	4
3314	apriorisch	1	A	3	4
3315	Apriorismus	0	N	4	5
3321	Aquarellfarbe	0	N	3	5
3322	aquarellieren	0	V	4	5
3323	Aquarianer	1	N	4	5
3324	Aquarienglas	0	N	2	5
3325	Aquaristik	0	N	3	4
3328	aquatisch	0	A	2	3
3330	aequatorial	6	A	5	5
3331	Aequatortaufe	0	N	2	5
3335	aequinoktial	0	A	5	5
3336	aequivalent	2	A	4	4
3337	Aequivalent	7	N	4	4
3338	Aequivalenz	1	N	4	4
3340	Ara	3	N	1	2
3341	Araber	92	N	1	3
3343	arabisch	370	A	2	3
3344	Arabische	5	N	2	4
3345	arabisieren	0	V	4	5
3346	Arabist	0	N	3	3
3351	Aral	6	N	2	2
3352	Aralie	0	N	2	4
3355	aramaeisch	1	A	3	4
3356	Aerar	0	N	2	2
3357	aerarisch	0	A	2	3
3359	Araukarie	1	N	3	5
3360	arbeiten	1447	V	1	3
3361	Arbeit	3192	N	1	2
3362	Arbeiter	1746	N	1	3
3364	Arbeiterdichter	0	N	1	5
3365	Arbeiterfrage	2	N	1	5
3366	Arbeiterin	58	N	1	4
3367	Arbeiterklasse	605	N	1	5
3368	Arbeiterpartei	133	N	1	5
3369	Arbeiterpriester	3	N	1	5
3370	Arbeiterschaft	86	N	1	4
3371	Arbeitgeber	232	N	1	4
3372	Arbeitnehmer	288	N	1	4
3373	Arbeitsablauf	19	N	1	4
3374	arbeitsam	19	A	1	3
3375	Arbeitsamkeit	0	N	1	4
3376	Arbeitsamt	57	N	1	3
3377	Arbeitsbeschaffung	4	N	1	5
3378	Arbeitsbesuch	7	N	1	4
3379	Arbeitsdirektor	4	N	1	5
3380	Arbeitsentgelt	9	N	1	4
3381	Arbeitsergebnis	9	N	1	5
3382	arbeitserleichternd	1	A	1	5
3383	arbeitsfaehig	12	A	1	4
3384	Arbeitsfeld	9	N	1	3
3385	Arbeitsfolge	0	N	1	4
3386	Arbeitsgang	33	N	1	3
3387	Arbeitsgemeinschaft	141	N	1	5
3388	Arbeitsgericht	20	N	1	4
3389	Arbeitsgruppe	82	N	1	4
3390	Arbeitshaus	3	N	1	3
3391	Arbeitsklima	2	N	1	4
3392	Arbeitskraft	244	N	1	3
3393	Arbeitskreis	70	N	1	3
3394	Arbeitslohn	30	N	1	3
3395	arbeitslos	44	A	1	3
3396	Arbeitslose	116	N	1	4
3398	Arbeitslosigkeit	111	N	1	5
3399	Arbeitsmarkt	35	N	1	3
3400	Arbeitsmoral	11	N	1	4
3402	Arbeitsplatz	223	N	1	3
3404	Arbeitsrecht	4	N	1	3
3405	Arbeitsstaette	12	N	1	4
3406	Arbeitsstil	21	N	1	3
3407	Arbeitsstunde	35	N	1	4
3408	arbeitssuchend	0	A	1	4
3409	Arbeitstag	39	N	1	3
3410	arbeitstaeglich	3	A	1	4
3411	arbeitsteilig	0	A	1	4
3412	Arbeitsteilung	34	N	1	4
3413	arbeitsunfaehig	11	A	1	5
3414	Arbeitsunterricht	0	N	1	5
3415	Arbeitsverhaeltnis	12	N	1	5
3416	Arbeitsvorgang	4	N	1	4
3417	Arbeitsweise	52	N	1	4
3418	Arbeitswelt	17	N	1	3
3419	arbeitswillig	3	A	1	4
3420	Arbeitswillige	1	N	1	5
3421	Arbeitszeit	117	N	1	3
3422	Arbeitszimmer	21	N	1	4
3426	Arboretum	3	N	3	4
3427	Arbuse	0	N	2	3
3429	archaeisch	0	A	2	3
3430	archaisch	17	A	2	3
3431	archaisieren	1	V	4	5
3432	Archaismus	0	N	3	4
3433	archaistisch	0	A	3	4
3434	Archaeologe	46	N	4	5
3436	archaeologisch	54	A	4	5
3437	Arche	16	N	1	2
3439	archetypisch	1	A	3	4
3443	Architektonik	1	N	4	5
3444	architektonisch	30	A	4	5
3445	Architektur	68	N	4	4
3447	Archiv	44	N	2	2
3448	archivalisch	0	A	3	4
3449	Archivar	2	N	3	3
3450	archivieren	3	V	3	4
3451	Archivierung	0	N	3	4
3453	Arena	38	N	2	3
3456	Arge	2	N	1	2
3457	Argentinier	25	N	3	5
3458	argentinisch	49	A	3	4
3461	aergern	97	V	1	2
3462	Aerger	135	N	1	2
3463	aergerlich	78	A	1	3
3464	Aergernis	20	N	1	3
3465	Arglist	1	N	1	2
3466	arglistig	2	A	1	3
3467	arglos	11	A	1	2
3468	Arglosigkeit	4	N	1	4
3470	Argon	2	N	1	2
3472	Argot	0	N	2	2
3475	argumentativ	0	A	5	5
3476	argumentieren	61	V	4	5
3478	argusaeugig	0	A	1	4
3479	argwoehnen	7	V	1	3
3480	Argwohn	9	N	1	2
3481	argwoehnisch	5	A	1	3
3483	Arianer	3	N	3	4
3484	arianisch	4	A	3	4
3485	Arianismus	3	N	4	5
3486	arid	0	A	2	2
3487	Arie	9	N	1	3
3488	Arier	2	N	1	3
3489	Aries	0	N	1	3
3492	Arioso	0	N	3	4
3493	arisch	3	A	2	2
3494	arisieren	1	V	3	4
3497	aristokratisch	11	A	4	5
3498	aristophanisch	1	A	4	5
3501	aristotelisch	3	A	4	5
3502	Arithmetik	3	N	3	4
3503	Arithmetiker	0	N	3	5
3504	arithmetisch	12	A	3	4
3505	Arkade	5	N	2	3
3506	Arkadier	0	N	2	4
3507	arkadisch	0	A	2	3
3510	Arktiker	0	N	1	3
3512	arktisch	10	A	1	2
3513	Arkturus	0	N	2	3
3514	Arkus	0	N	1	2
3518	Armada	3	N	2	3
3519	armamputiert	0	A	1	4
3521	Armaturenbrett	13	N	3	5
3522	Armband	4	N	1	2
3523	Armbanduhr	33	N	1	3
3524	Armbeuge	3	N	1	3
3525	Armbinde	5	N	1	3
3526	Armblatt	0	N	1	2
3527	Armbrust	0	N	1	2
3528	Armbruster	0	N	1	3
3529	Aermchen	2	N	1	2
3530	armdick	1	A	1	2
3531	arme	124	N	1	2
3533	Armeekorps	6	N	2	3
3534	Aermel	45	N	1	2
3535	Aermelkanal	12	N	1	4
3536	aermellos	5	A	1	3
3537	Armenhaus	6	N	1	3
3538	Armenier	2	N	2	4
3539	armenisch	5	A	2	3
3540	Armenpfleger	1	N	1	4
3541	Armeslaenge	0	N	1	4
3542	Armesuender	0	N	3	4
3544	armieren	2	V	2	3
3545	Armierung	1	N	2	3
3546	Arminianer	0	N	4	5
3547	arminianisch	0	A	4	5
3548	armlang	1	A	1	2
3549	Armlaenge	0	N	1	3
3550	Armlehne	4	N	1	3
3551	Armleuchter	0	N	1	3
3552	aermlich	13	A	1	2
3553	Aermlichkeit	0	N	1	3
3554	aermlig	0	A	1	2
3555	Aermling	0	N	1	2
3556	Armreif	6	N	1	2
3557	armselig	23	A	1	3
3558	Armseligkeit	0	N	1	4
3559	Armuere	0	N	2	3
3560	Armut	82	N	1	2
3561	Armutszeugnis	6	N	1	4
3562	Armvoll	0	N	1	2
3563	Aroma	14	N	2	3
3564	aromatisch	3	A	3	4
3566	Arpeggiatur	0	N	4	4
3567	arpeggieren	0	V	3	4
3569	Arpeggio	0	N	2	3
3570	Arrangement	28	N	4	4
3571	Arrangeur	0	N	3	3
3572	arrangieren	26	V	3	4
3574	Arrestant	0	N	3	3
3576	Arretierung	0	N	3	4
3578	Arrivierte	3	N	3	4
3579	arrogant	13	A	3	3
3580	Arroganz	11	N	3	3
3581	arrondieren	6	V	3	4
3582	Arrondierung	3	N	3	4
3585	Arschbacke	0	N	1	3
3586	Arschkriecher	0	N	1	3
3587	Arschleder	0	N	1	3
3588	Arschloch	1	N	1	2
3589	Arschpauker	0	N	1	3
3590	Arsen	3	N	2	2
3592	arsenig	1	A	2	3
3593	Arsenik	0	N	2	3
3594	arsenikhaltig	0	A	2	5
3596	arten	6	V	1	2
3599	arterhaltend	0	A	1	4
3601	arteriell	0	A	4	4
3605	artesisch	0	A	2	3
3606	Artgenosse	11	N	1	4
3608	Arthritiker	0	N	2	4
3610	arthritisch	0	A	2	3
3612	artig	2	A	1	2
3613	Artigkeit	1	N	1	3
3614	Artikel	530	N	2	3
3616	artikular	0	A	4	4
3619	Artikulator	0	N	4	5
3621	artikulieren	15	V	4	5
3622	Artillerie	31	N	4	4
3623	Artillerist	3	N	4	4
3624	artilleristisch	1	A	4	5
3625	Artischocke	0	N	3	4
3626	Artist	22	N	2	2
3628	Artistik	8	N	2	3
3629	Artistin	2	N	2	3
3630	artistisch	18	A	2	3
3631	Artung	7	N	1	2
3632	artverwandt	1	A	1	3
3634	Arzneikunde	0	N	2	4
3635	arzneilich	0	A	2	3
3636	Arzneimittel	37	N	2	4
3638	Aerztekammer	4	N	1	4
3639	Arzthelferin	3	N	1	4
3640	Aerztin	29	N	1	2
3641	aerztlich	186	A	1	2
3642	Arztrechnung	1	N	1	3
3643	aesen	1	V	1	2
3647	Aschbecher	1	N	1	3
3648	aschbleich	0	A	1	2
3649	aschblond	1	A	1	2
3650	Asche	30	N	1	2
3651	Aesche	0	N	1	2
3652	aschenarm	0	A	1	3
3653	Aschenbahn	15	N	1	3
3655	Aschengrube	0	N	1	4
3656	aschenhaltig	0	A	1	4
3658	Ascher	3	N	1	2
3659	Aescher	0	N	1	2
3660	aeschern	0	V	1	2
3661	Aschermittwoch	3	N	1	4
3662	aschfahl	4	A	1	2
3663	aschfarben	1	A	1	3
3664	aschfarbig	0	A	1	3
3665	aschgrau	4	A	1	2
3666	aschig	0	A	1	2
3667	Aschkuchen	0	N	1	3
3668	aeschyleisch	0	A	3	4
3671	aseptisch	0	A	2	3
3672	Aeser	0	N	1	2
3673	asexual	0	A	2	4
3674	asexuell	0	A	2	4
3681	Asket	13	N	2	2
3682	Asketik	0	N	2	3
3683	asketisch	7	A	2	3
3684	Askorbinsaeure	0	N	3	5
3686	asozial	3	A	1	4
3687	Asparagin	0	N	4	4
3688	Asparagus	0	N	2	4
3693	asphaltieren	12	V	3	4
3694	asphaltisch	0	A	2	3
3695	Asphaltpappe	0	N	2	4
3696	Asphaltstrasse	7	N	2	4
3697	Aspik	2	N	2	2
3698	Aspirant	3	N	3	3
3699	Aspirantur	0	N	4	4
3700	Aspirata	0	N	3	4
3702	Aspiration	3	N	5	5
3703	Aspirator	0	N	3	4
3704	aspiratorisch	0	A	4	5
3705	aspirieren	0	V	3	4
3710	Assel	0	N	1	2
3712	Assertion	0	N	4	4
3713	assertorisch	4	A	3	4
3715	assessoral	0	A	4	4
3716	Assessorin	0	N	3	4
3717	assessorisch	0	A	3	4
3719	assibilieren	0	V	4	5
3722	assimilieren	3	V	4	5
3723	Assistent	67	N	3	3
3724	Assistentin	23	N	3	4
3725	Assistenz	4	N	3	3
3726	Assistenzarzt	29	N	3	4
3727	assistieren	5	V	3	4
3732	assoziativ	0	A	5	5
3733	assoziieren	12	V	4	5
3735	Assumptionist	0	N	5	5
3739	assyrisch	1	A	2	3
3740	asten	0	V	1	2
3741	aesten	0	V	1	2
3743	Astasie	0	N	3	3
3745	astatisch	0	A	2	3
3746	Aestchen	2	N	1	2
3747	Aster	8	N	1	2
3748	asterisch	0	A	2	3
3751	astfrei	0	A	1	2
3752	Astgabel	10	N	1	3
3753	Asthenie	0	N	3	3
3754	Astheniker	0	N	2	4
3755	asthenisch	1	A	2	3
3757	Aesthetik	26	N	2	3
3758	Aesthetiker	0	N	2	4
3759	aesthetisch	66	A	2	3
3760	aesthetisieren	0	V	4	5
3761	Aesthetizismus	3	N	4	5
3763	Asthmaanfall	0	N	1	4
3764	Asthmatiker	2	N	2	4
3765	asthmatisch	5	A	2	3
3766	aestig	0	A	1	2
3767	astigmatisch	0	A	3	4
3768	Astigmatismus	0	N	4	5
3770	astral	0	A	2	2
3771	Astralleib	0	N	2	3
3772	astrein	1	A	1	2
3773	Astrograph	0	N	3	3
3774	Astrographie	0	N	4	4
3776	Astrologe	2	N	3	4
3777	Astrologie	4	N	4	4
3778	astrologisch	2	A	3	4
3780	Astronautik	9	N	3	4
3781	astronautisch	5	A	3	4
3782	Astronom	35	N	3	3
3784	astronomisch	59	A	3	4
3785	Astrophysik	17	N	4	4
3787	asturisch	0	A	2	3
3788	Astwerk	0	N	1	2
3789	Aesung	0	N	1	2
3791	Asylrecht	10	N	2	3
3792	Asymmetrie	0	N	4	4
3793	asymmetrisch	4	A	1	4
3795	asymptotisch	0	A	3	4
3796	asyndetisch	2	A	1	4
3797	Aszendent	3	N	3	3
3798	Aszendenz	0	N	3	3
3799	aszendieren	0	V	3	4
3801	Atair	0	N	2	3
3802	Ataman	0	N	3	3
3804	Atavismus	2	N	3	4
3805	atavistisch	0	A	3	4
3807	Atem	150	N	1	2
3808	atemberaubend	12	A	1	5
3809	atemlos	37	A	1	3
3810	Atemnot	11	N	1	3
3811	Atempause	22	N	1	4
3812	atemraubend	1	A	1	4
3813	Atemzug	31	N	1	3
3817	Atheismus	7	N	3	4
3818	Atheist	4	N	3	3
3819	atheistisch	5	A	3	4
3825	Aether	8	N	1	2
3826	aetherisch	1	A	2	3
3827	aetherisieren	0	V	4	5
3828	aethiopisch	15	A	3	4
3830	Athletik	0	N	2	3
3831	Athletiker	0	N	2	4
3832	athletisch	8	A	2	3
3834	Aethylalkohol	2	N	2	5
3835	Aethylen	9	N	3	3
3837	aetiologisch	0	A	4	5
3840	Atlantikwall	11	N	2	4
3843	Atlas	27	N	1	2
3844	atlassen	0	A	1	3
3845	atmen	172	V	1	2
3848	atmosphaerisch	12	A	3	4
3849	Atmung	18	N	1	2
3850	atmungsaktiv	2	A	1	4
3851	aetolisch	0	A	2	3
3853	Atom	112	N	2	2
3854	atomar	182	A	3	3
3855	Atombombe	289	N	2	4
3856	Atomenergie	87	N	2	5
3857	Atomgewicht	3	N	2	4
3858	atomisieren	2	V	4	5
3859	Atomismus	0	N	3	4
3860	Atomist	1	N	3	3
3861	atomistisch	1	A	3	4
3862	Atomkern	33	N	2	3
3863	Atomkraft	8	N	2	3
3864	Atomkraftwerk	40	N	2	4
3865	Atomkrieg	51	N	2	3
3866	Atommacht	35	N	2	3
3867	Atommeiler	5	N	3	4
3868	Atomphysik	61	N	2	4
3869	Atomreaktor	14	N	2	5
3870	Atomzeitalter	8	N	2	5
3872	atonal	1	A	1	3
3873	Atonie	0	N	3	3
3874	atonisch	0	A	2	3
3875	atoxisch	0	A	1	3
3876	Atrium	15	N	1	3
3878	atrophisch	0	A	2	3
3883	Attacke	0	N	2	3
3884	attackieren	0	V	3	4
3886	Attentaeter	15	N	1	4
3887	Attest	3	N	2	2
3888	attestieren	4	V	3	4
3889	Aetti	0	N	1	2
3891	attisch	2	A	1	2
3893	Attizismus	0	N	3	4
3894	Attizist	0	N	3	3
3895	attizistisch	0	A	3	4
3896	Attraktion	20	N	4	4
3897	attraktiv	91	A	3	3
3898	Attraktivitaet	13	N	5	5
3899	Attrappe	7	N	2	3
3901	attributiv	15	A	4	4
3902	Attributsatz	24	N	3	4
3903	atypisch	2	A	1	3
3904	aetzen	5	V	1	2
3905	Atzel	0	N	1	2
3906	Atzung	0	N	1	2
3907	Aetzung	0	N	1	2
3909	aubergine	0	A	3	4
3910	Aubergine	1	N	3	4
3916	auditiv	1	A	3	3
3917	Auditor	0	N	2	3
3918	Auditorium	15	N	3	5
3919	Aue	56	N	1	2
3920	Auenwald	0	N	1	3
3921	Auerhahn	0	N	1	3
3924	Auerochse	3	N	1	4
3927	aufaddieren	0	V	1	4
3928	aufarbeiten	13	V	1	4
3929	Aufarbeitung	5	N	1	4
3930	aufaesten	0	V	1	3
3931	aufatmen	26	V	1	3
3932	aufbacken	0	V	1	3
3933	aufbaggern	0	V	1	3
3934	aufbahren	8	V	1	3
3935	Aufbahrung	3	N	1	3
3936	aufbaenken	0	V	1	3
3937	aufbauen	305	V	1	3
3938	Aufbau	671	N	1	2
3939	Aufbauarbeit	13	N	1	4
3940	aufbaumen	0	V	1	3
3941	aufbaeumen	4	V	1	3
3942	aufbauschen	3	V	1	3
3943	Aufbauschule	0	N	1	4
3944	Aufbauwille	1	N	1	4
3945	aufbegehren	2	V	1	4
3946	aufbehalten	1	V	1	4
3947	aufbeissen	0	V	1	3
3948	aufbekommen	0	V	1	4
3949	aufbereiten	9	V	1	4
3950	Aufbereitung	14	N	1	4
3951	aufbessern	19	V	1	3
3952	Aufbesserung	7	N	1	4
3953	aufbewahren	41	V	1	4
3954	Aufbewahrung	15	N	1	4
3955	Aufbewahrungsort	1	N	1	5
3956	aufbiegen	4	V	1	3
3957	aufbieten	28	V	1	3
3958	Aufbietung	4	N	1	3
3959	aufbinden	1	V	1	3
3960	aufblaehen	9	V	1	3
3961	Aufblaehung	2	N	1	3
3962	aufblasen	3	V	1	3
3963	aufblasbar	5	A	1	3
3964	aufblaettern	1	V	1	3
3965	aufbleiben	5	V	1	3
3966	aufblenden	1	V	1	3
3967	aufblicken	7	V	1	3
3968	aufblitzen	3	V	1	3
3969	aufbluehen	8	V	1	3
3970	aufbocken	1	V	1	3
3971	aufbohren	0	V	1	3
3972	aufbrauchen	6	V	1	3
3973	aufbrausen	3	V	1	3
3974	aufbrausend	0	A	1	3
3975	aufbrechen	52	V	1	3
3976	aufbrennen	0	V	1	3
3977	aufbringen	154	V	1	3
3978	aufbrodeln	0	V	1	3
3979	Aufbruch	18	N	1	2
3980	aufbruehen	1	V	1	3
3981	aufbruellen	1	V	1	3
3982	aufbrummen	2	V	1	3
3983	aufbuegeln	1	V	1	3
3984	aufbuerden	33	V	1	3
3985	aufdaemmern	2	V	1	3
3986	aufdampfen	0	V	1	3
3987	aufdecken	35	V	1	3
3988	Aufdeckung	0	N	1	3
3989	aufdonnern	0	V	1	3
3990	aufdraengen	15	V	1	3
3991	aufdraengeln	1	V	1	3
3992	aufdrehen	6	V	1	3
3993	aufdringen	4	V	1	3
3994	aufdringlich	19	A	1	3
3995	Aufdringlichkeit	0	N	1	4
3996	aufdroeseln	4	V	1	3
3997	aufdrucken	1	V	1	3
3998	Aufdruck	4	N	1	2
3999	aufdunsen	0	V	1	3
4010	aufentern	0	V	1	3
4011	Aufenthalt	218	N	1	3
4012	Aufenthalter	0	N	1	4
4013	Aufenthaltsort	6	N	1	4
4014	Aufenthaltsraum	15	N	1	4
4015	auferlegen	80	V	1	4
4016	auferstehen	13	V	1	4
4017	Auferstehung	26	N	1	4
4018	auferwecken	0	V	1	4
4019	Auferweckung	0	N	1	4
4020	aufessen	5	V	1	3
4021	auffaechern	0	V	1	3
4022	auffaedeln	0	V	1	3
4023	auffahren	27	V	1	3
4024	Auffahrt	8	N	1	2
4025	auffallen	133	V	1	3
4026	auffallend	52	A	1	3
4027	auffaellig	56	A	1	3
4028	Auffaelligkeit	2	N	1	4
4029	auffangen	50	V	1	3
4030	Auffanglager	0	N	1	4
4031	Auffangvorrichtung	0	N	1	5
4032	auffassen	94	V	1	3
4033	Auffassung	635	N	1	3
4034	Auffassungsgabe	7	N	1	5
4035	Auffassungssache	0	N	1	5
4036	auffinden	33	V	1	3
4037	Auffindung	4	N	1	3
4038	aufflackern	0	V	1	3
4039	aufflammen	7	V	1	3
4040	aufflattern	2	V	1	3
4041	auffliegen	3	V	1	3
4042	auffordern	273	V	1	3
4043	Aufforderung	120	N	1	4
4044	aufforsten	3	V	1	3
4045	auffressen	12	V	1	3
4046	auffrischen	7	V	1	3
4047	Auffrischung	6	N	1	3
4048	auffuehren	100	V	1	3
4049	auffuehrbar	0	A	1	3
4050	Auffuehrung	169	N	1	3
4051	Auffuehrungsrecht	0	N	1	4
4052	auffuellen	24	V	1	3
4053	Auffuellung	7	N	1	3
4054	auffuttern	0	V	1	3
4055	Aufgabe	2186	N	1	3
4056	aufgabeln	3	V	1	3
4057	Aufgabenbereich	12	N	1	5
4058	Aufgabenheft	0	N	1	4
4059	Aufgabensammlung	0	N	1	5
4060	Aufgabenstellung	28	N	1	5
4061	Aufgabestempel	0	N	1	5
4062	aufgagen	0	V	1	3
4063	Aufgang	11	N	1	2
4064	aufgeben	333	V	1	3
4065	aufgeblasen	5	A	1	4
4066	Aufgeblasenheit	1	N	1	5
4067	Aufgebot	57	N	1	3
4068	aufgedreht	2	A	1	3
4069	aufgedunsen	1	A	1	4
4070	aufgehen	78	V	1	3
4071	aufgeien	0	V	1	3
4072	aufgeilen	0	V	1	3
4073	aufgeklaert	31	A	1	3
4074	aufgeknoepft	0	A	1	3
4075	aufgekratzt	0	A	1	3
4076	Aufgeld	6	N	1	2
4077	aufgelegt	32	A	1	3
4078	aufgerauht	3	A	1	3
4079	aufgeraeumt	15	A	1	3
4080	Aufgeraeumtheit	0	N	1	4
4081	Aufgesang	0	N	1	3
4082	aufgeschlossen	37	A	1	4
4083	Aufgeschlossenheit	14	N	1	5
4084	aufgeschmissen	1	A	1	4
4085	aufgewaermt	6	A	1	3
4086	aufgeweckt	6	A	1	3
4087	Aufgewecktheit	0	N	1	4
4088	aufgiessen	3	V	1	3
4089	aufgleisen	0	V	1	3
4090	Aufgleisung	0	N	1	3
4091	aufgliedern	9	V	1	3
4092	Aufgliederung	7	N	1	4
4093	aufglimmen	1	V	1	3
4094	aufgluehen	2	V	1	3
4095	aufgraben	0	V	1	3
4096	aufgraetschen	0	V	1	3
4097	aufgreifen	64	V	1	3
4098	Aufguss	2	N	1	2
4099	Aufgusstierchen	0	N	1	4
4100	aufhaben	0	V	1	3
4101	aufhacken	0	V	1	3
4102	aufhaken	0	V	1	3
4103	aufhalsen	4	V	1	3
4104	aufhalten	203	V	1	3
4105	Aufhaltung	0	N	1	3
4106	aufhaengen	40	V	1	3
4107	Aufhaenger	4	N	1	3
4108	Aufhaengung	2	N	1	3
4109	aufhauen	0	V	1	3
4110	aufhaeufen	3	V	1	3
4111	aufheben	263	V	1	3
4112	Aufheben	7	N	1	3
4113	Aufhebung	102	N	1	3
4114	aufheitern	6	V	1	3
4115	Aufheiterung	15	N	1	4
4116	aufheizen	2	V	1	3
4117	aufhelfen	1	V	1	3
4118	aufhellen	10	V	1	3
